occurrenceID,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,eventDate,year,month,day,country,countryCode,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,occurrenceStatus,individualCount,sex,lifeStage,identifiedBy,dateIdentified,scientificName,scientificNameAuthorship,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,datasetID,datasetName,license,references,datasetID,datasetName,license,references,associatedMedia,id,observedOn,ownerInstitutionCodeProperty,identificationVerificationStatus,type,accessRight,rightsHolder,taxon,media,user,identifications,votes,comments,privateGeolocation,elevation,geolocationAccuracy
1019829252,LIVING_SPECIMEN,,,,,,2023-09-05T16:50:13.714000Z,2023,9,5,,,,,,,-21.132566444444446,55.47240827777778,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1019829252,2023-09-05T14:19:19.000Z,Pl@ntNet,research,StillImage,,Flore Gaulmier,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/k-western-indian-ocean/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""deb97959456f25d59a245e96bf5231a1f0b225fe"", ""medium_url"": ""https://bs.plantnet.org/image/m/deb97959456f25d59a245e96bf5231a1f0b225fe"", ""large_url"": ""https://bs.plantnet.org/image/o/deb97959456f25d59a245e96bf5231a1f0b225fe"", ""organ"": ""flower""}, {""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""82cddc19df1962fa0d17452c03d4e869ba20eac5"", ""medium_url"": ""https://bs.plantnet.org/image/m/82cddc19df1962fa0d17452c03d4e869ba20eac5"", ""large_url"": ""https://bs.plantnet.org/image/o/82cddc19df1962fa0d17452c03d4e869ba20eac5"", ""organ"": ""flower""}]","{""id"": ""103890245""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 2, ""score"": 47.83}]",[],True,1211,
1019497484,LIVING_SPECIMEN,,,,,,2023-08-13T07:08:31.010000Z,2023,8,13,,,,,,,-21.1313964,55.4712049,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1019497484,2023-08-13T07:08:31.010Z,Pl@ntNet,casual,StillImage,,Stéphane BARBIERI,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/k-western-indian-ocean/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""81e60f9b5e62967d08be73881bb8cd4582352877"", ""medium_url"": ""https://bs.plantnet.org/image/m/81e60f9b5e62967d08be73881bb8cd4582352877"", ""large_url"": ""https://bs.plantnet.org/image/o/81e60f9b5e62967d08be73881bb8cd4582352877"", ""organ"": ""flower""}]","{""id"": ""106448312""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 2, ""score"": 1.97}]",[],True,1177.7164,10.1491346359
1016156132,LIVING_SPECIMEN,,,,,,2022-12-11T06:58:16.566000Z,2022,12,11,,,,,,,-20.9573400101,55.3333209651,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1016156132,2022-12-11T06:58:16.566Z,Pl@ntNet,casual,StillImage,,lilou baudard,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/reunion/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""e4b6879e434b70d38acd803349aef76afe5392ae"", ""medium_url"": ""https://bs.plantnet.org/image/m/e4b6879e434b70d38acd803349aef76afe5392ae"", ""large_url"": ""https://bs.plantnet.org/image/o/e4b6879e434b70d38acd803349aef76afe5392ae"", ""organ"": ""leaf""}]","{""id"": ""105079510""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 0.74}]",[],True,141.4892,27.1138550233
1015506602,LIVING_SPECIMEN,,,,,,2022-09-18T06:02:39.259000Z,2022,9,18,,,,,,,-21.23605918,55.56974029,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1015506602,2022-09-18T06:02:39.259Z,Pl@ntNet,casual,StillImage,,Carole B-H,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/reunion/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""a301df417910b1f01097d1db2c1e1fdd135dcbed"", ""medium_url"": ""https://bs.plantnet.org/image/m/a301df417910b1f01097d1db2c1e1fdd135dcbed"", ""large_url"": ""https://bs.plantnet.org/image/o/a301df417910b1f01097d1db2c1e1fdd135dcbed"", ""organ"": ""flower""}]","{""id"": ""102063932""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 1.6}]",[],True,1413.59,69.6666666667
1012031457,LIVING_SPECIMEN,,,,,,2021-09-20T08:32:33.915000Z,2021,9,20,,,,,,,-21.039900944444447,55.42686691388889,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1012031457,2021-09-20T08:32:33.915Z,Pl@ntNet,research,StillImage,,Matthieu Libeer,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/reunion/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""8b7a06ed8ce65ad7a50d123bdd49a433f0321b0d"", ""medium_url"": ""https://bs.plantnet.org/image/m/8b7a06ed8ce65ad7a50d123bdd49a433f0321b0d"", ""large_url"": ""https://bs.plantnet.org/image/o/8b7a06ed8ce65ad7a50d123bdd49a433f0321b0d"", ""organ"": ""flower""}, {""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""da72dbaa0b710b0e3ff70e27c5d68aa3d54faba3"", ""medium_url"": ""https://bs.plantnet.org/image/m/da72dbaa0b710b0e3ff70e27c5d68aa3d54faba3"", ""large_url"": ""https://bs.plantnet.org/image/o/da72dbaa0b710b0e3ff70e27c5d68aa3d54faba3"", ""organ"": ""flower""}]","{""id"": ""100157001""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 2, ""score"": 52.43}]",[],True,903,
1009183804,LIVING_SPECIMEN,,,,,,2020-11-18T09:47:36.539000Z,2020,11,18,,,,,,,-21.06333889,55.67182778,,WGS84,present,,,,,,Thunbergia fragrans Roxb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-NC,,,Pl@ntNet Occurrences,CC-BY-NC,,,1009183804,1990-11-20T11:00:00.000Z,Pl@ntNet,research,StillImage,,Daniel Barthelemy,"{""id"": 5415458, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Acanthaceae"", ""name"": ""Thunbergia fragrans Roxb."", ""url"": ""https://identify.plantnet.org/fr/the-plant-list/species/Thunbergia%20fragrans%20Roxb./data"", ""common_names"": {""en"": [""White thunbergia"", ""White-lady"", ""White-nightshade"", ""Chimine"", ""Indrapushpam"", ""Noorvan-valli"", ""Susana blanca"", ""碗花草"", ""Angel wings"", ""Fragrant thunbergia"", ""Sweet clockvine"", ""White clockvine""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""7923ef17bded921355739350853a490b6d56e9d8"", ""medium_url"": ""https://bs.plantnet.org/image/m/7923ef17bded921355739350853a490b6d56e9d8"", ""large_url"": ""https://bs.plantnet.org/image/o/7923ef17bded921355739350853a490b6d56e9d8"", ""organ"": ""fruit""}, {""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""e82b0cc5f6215de5ace03377b3916622ed938520"", ""medium_url"": ""https://bs.plantnet.org/image/m/e82b0cc5f6215de5ace03377b3916622ed938520"", ""large_url"": ""https://bs.plantnet.org/image/o/e82b0cc5f6215de5ace03377b3916622ed938520"", ""organ"": ""flower""}, {""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""10dc1f5d78781d83339a9eec3edaf93263d39d08"", ""medium_url"": ""https://bs.plantnet.org/image/m/10dc1f5d78781d83339a9eec3edaf93263d39d08"", ""large_url"": ""https://bs.plantnet.org/image/o/10dc1f5d78781d83339a9eec3edaf93263d39d08"", ""organ"": ""flower""}]","{""id"": ""100585386""}",[],"[{""determination"": ""Thunbergia fragrans Roxb."", ""count"": 1, ""score"": 70.51}]",[],True,359,1000000
1008857103,LIVING_SPECIMEN,,,,,,2020-10-01T05:00:30.026000Z,2020,10,1,,,,,,,-21.255848,55.50872402777778,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1008857103,2020-10-01T05:00:30.026Z,Pl@ntNet,research,StillImage,,Michel P Boyer,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/reunion/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""28afcb2e7c2e9e9fe1a0ba816a8727b1f2d96dd6"", ""medium_url"": ""https://bs.plantnet.org/image/m/28afcb2e7c2e9e9fe1a0ba816a8727b1f2d96dd6"", ""large_url"": ""https://bs.plantnet.org/image/o/28afcb2e7c2e9e9fe1a0ba816a8727b1f2d96dd6"", ""organ"": ""flower""}]","{""id"": ""100740861""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 2, ""score"": 7.13}]",[],True,672.284,
1008430743,LIVING_SPECIMEN,,,,,,2020-08-22T12:01:48.242000Z,2020,8,22,,,,,,,-21.129166666666666,55.473055555555554,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1008430743,2020-08-22T12:01:48.242Z,Pl@ntNet,research,StillImage,,Sébastien de Boussac,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/the-plant-list/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""37d6d3e2fa24b99beaec679427f2c8aba118d369"", ""medium_url"": ""https://bs.plantnet.org/image/m/37d6d3e2fa24b99beaec679427f2c8aba118d369"", ""large_url"": ""https://bs.plantnet.org/image/o/37d6d3e2fa24b99beaec679427f2c8aba118d369"", ""organ"": ""flower""}]","{""id"": ""101300499""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 6.61}]",[],True,1245,
1008180755,LIVING_SPECIMEN,,,,,,2020-08-04T07:10:23.954000Z,2020,8,4,,,,,,,-21.13234176,55.47596126,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1008180755,2020-08-04T07:10:23.954Z,Pl@ntNet,research,StillImage,,p r,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/reunion/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""a357dbcdb329c3429f765601b54a9e95b5ec25a1"", ""medium_url"": ""https://bs.plantnet.org/image/m/a357dbcdb329c3429f765601b54a9e95b5ec25a1"", ""large_url"": ""https://bs.plantnet.org/image/o/a357dbcdb329c3429f765601b54a9e95b5ec25a1"", ""organ"": ""flower""}]","{""id"": ""101155308""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 3.75}]",[],True,1242.7166,6.4320001602
1005453198,LIVING_SPECIMEN,,,,,,2020-02-12T06:01:19.710000Z,2020,2,12,,,,,,,-21.198011416666667,55.42990341666666,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1005453198,2019-08-08T10:12:08.000Z,Pl@ntNet,casual,StillImage,,Fred Gentilini,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/the-plant-list/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""678a814f0d48f6cb56465e90ceb2c6c75b436217"", ""medium_url"": ""https://bs.plantnet.org/image/m/678a814f0d48f6cb56465e90ceb2c6c75b436217"", ""large_url"": ""https://bs.plantnet.org/image/o/678a814f0d48f6cb56465e90ceb2c6c75b436217"", ""organ"": ""flower""}]","{""id"": ""101639915""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 1.23}]",[],True,1257.722,
1004728990,LIVING_SPECIMEN,,,,,,2019-08-19T14:43:09.750000Z,2019,8,19,,,,,,,-21.040589078329504,55.425580479204655,,WGS84,present,,,,,,Iris japonica Thunb.,,,,,,,,,,,,Pl@ntNet Occurrences,CC-BY-SA,,,Pl@ntNet Occurrences,CC-BY-SA,,,1004728990,2019-08-08T14:12:21.000Z,Pl@ntNet,casual,StillImage,,François Laguibre,"{""id"": 5297939, ""rank"": ""species"", ""rank_level"": 10, ""kingdom"": ""Plantae"", ""family"": ""Iridaceae"", ""name"": ""Iris japonica Thunb."", ""url"": ""https://identify.plantnet.org/fr/the-plant-list/species/Iris%20japonica%20Thunb./data"", ""common_names"": {""en"": [""Butterfly-flower"", ""Fringed iris"", ""Japanese crested iris""]}}","[{""type"": ""StillImage"", ""format"": ""image/jpeg"", ""identifier"": ""97a49036b0f67e953069a5365448e66365bd5412"", ""medium_url"": ""https://bs.plantnet.org/image/m/97a49036b0f67e953069a5365448e66365bd5412"", ""large_url"": ""https://bs.plantnet.org/image/o/97a49036b0f67e953069a5365448e66365bd5412"", ""organ"": ""flower""}]","{""id"": ""100569997""}",[],"[{""determination"": ""Iris japonica Thunb."", ""count"": 1, ""score"": 0.74}]",[],True,877,18
